p_id,Name,Brand,Price,DiscountedPrice,Category,SubCategory,Quantity,Description,BreadCrumbs
dmart1405,"The Belgian Waffle Crisps - Double Chocolate","The Belgian Waffle Co",120,90,"Packaged Food","Biscuits & Cookies","90 gm","Key FeaturesEggless, No Added Preservatives, Baked & Not FriedIngredientsRefined Wheat Flour (Maida), Dark Compound Chocolate (Sugar, Edible Vegetable Fat, Cocoa Solids & Emulsifiers (Ins 491, Ins 322), Sugar, Butter, Milk, Milk Solids, Leavening Agents (Baking Powder And Soda Bi Carbonate), Salt Natural and Nature Identical Flavour - Vanilla. Contains Milk Solids and SoyAbout the BrandThin, crunchy, wholesome and delightfully addictive. Uniquely rich flavours that evoke nostalgic tastes. From the creators of the Original Waffwich, these baked Waffle Crisps with just the right chocolate drizzle make for the perfect bite-sized and versatile snack that is sure to hit the spot. Enjoy with coffee or tea, ice cream or cake, nut butters or spreads, or just on its delicious own.","Packaged Food > Biscuits & Cookies"
dmart1406,"Threptin Diskettes - Vanilla",Threptin,1675,1299,"Packaged Food","Personal Care","1 kg","
- Dietetic Information:Used as a supplement to a diet consisting largely of cereals and vegetables. Threptin makes up, quantitatively and qualitatively, the protein requirements of both children and adults. For better utilization of protein. Threptin should preferably be taken twice or thrice daily, 3-5 diskettes at a time.
- Hunger Appeasing:Three to five diskettes of Threptin taken at 11 a.m. or 4 p.m. will relieve in-between-meals hunger and exhaustion common to all age groups, housewives, school going children, elderly and business or professional persons.
- Storage:Store in a cool and dry place in an air-tight container. Replace the lid tightly after each use. After opening, use the contents within three weeks or best before, whichever is earlier.
- Uses:Threptin supplies vital protein of high biological value and is, therefore valuable for those who, due to illness or faulty dietary habits, do not take sufficient amount of protein daily. Threptin is easily digested and well tolerated. It supplies adequate calories for efficient utilization of the protein.

*Actual packaging may vary from the Image
","Packaged Food > Health & Wellness > Personal Care"
dmart1407,"Threptin Diskettes - Chocolate",Threptin,465,385,"Packaged Food","Personal Care","275 gm","
- Flavour:Chocolate
- Dietetic Information:Used as a supplement to a diet consisting largely of cereals and vegetables. Threptin makes up, quantitatively and qualitatively, the protein requirements of both children and adults. For better utilization of protein. Threptin should preferably be taken twice or thrice daily, 3-5 diskettes at a time.
- Hunger Appeasing:Three to five diskettes of Threptin taken at 11 a.m. or 4 p.m. will relieve in-between-meals hunger and exhaustion common to all age groups, housewives, school going children, elderly and business or professional persons.
- Storage:Store in a cool and dry place in an air-tight container. Replace the lid tightly after each use. After opening, use the contents within three weeks or best before, whichever is earlier.
- Uses:Threptin supplies vital protein of high biological value and is, therefore valuable for those who, due to illness or faulty dietary habits, do not take sufficient amount of protein daily. Threptin is easily digested and well tolerated. It supplies adequate calories for efficient utilization of the protein.

*Actual packaging may vary from the Image
","Packaged Food > Health & Wellness > Personal Care"
dmart1408,"Threptin Biscuits Vanilla",Threptin,465,385,"Packaged Food","Biscuits & Cookies","275 gm","Description Threptin is a delicious high protein supplement fortified with B-vitamins, formulated to meet the daily nutrients needs of an individual  Key Benefits- High protein biscuits.- Reduces hunger pangs.- Delicious vanilla flavoured.- Support general well-being and health.- Serves as a perfect snack between meals.- Cholesterol and trans-fat-free.  Key Ingredients Protein, Carbohydrate, Sugar, Fat, Nicotinamide, Riboflavin Etc.  Directions for Use An individual can consume 3 &ndash; 5 diskettes at a time. Can be taken 3 times a day.  Safety Information Make sure to tightly cover the product after every use. Store in a cool and dry place (away from direct sunlight). Keep away from children.","Packaged Food > Biscuits & Cookies"
dmart1409,"Nutrivalue Whole Ragi Health Vizkits Biscuits",Nutrivalue,80,64,"Packaged Food","Biscuits & Cookies","150 gm","Overview:Most biscuits available in the market contain refined floor (maida). Ten years ago NutriValue launched with whole grain/no maida biscuits. Nutri Value Iron fortified Vizkits contains Ferrazon (Sodium Feredetate that meets JECFA specification) are made with an exclusive formulation which substitutes not easily digestible maida with healthier base of Ragi which is rich in nutrition, fiber. Vizkits are Ragi based biscuits - rich in iron, calcium, Vita-A, B- complex constituents and proteins.Key Features200g Healthy Nutritional Supplement made of Whole Ragi with no Maida healthy in-meal snacking alternativeRaagi / Nachni Finger Millet that acts as a body Coolant, Antacid, Improves blood productionIncreases fairness of skinEases digestionHelps in the strengthening of bones, muscles, blood formation & circulationHighly recommended for toddlers, children, elderly & pregnant ladiesNo Maida Sehat ZydaRich in Iron, Calcium, Vitamins and essential amino acidsRich in B-complex and RoughageBlood purifierIngredients100% whole wheat flour, Sugar, special bakery shortnings, Ragi (Finger Millets), cow milk, cocoa powder, mineral salt, puffed rice flakes, moong dal (Vigna radiate), Dry Ginger (Zingiber officinale), Pimpli (Piper longum), Vakeri (Caesalpinia spp), Vavading (Embelica ribes), Anant root (Hemidesmus indica), Yashimadhu (Glycerrhiza glabra), Shatavri (Asparagus racemous), Ashwagandha (Withania somnifera), Gulvel Ext. (tinospora cordifolia), Iron Fortified Sodium FeredetateApplicationCan be used as snack or with teaStorage ConditionStore in a cool and dry place. ","Packaged Food > Biscuits & Cookies"
dmart141,"Masoor Whole",,125,106,Grocery,Pulses,"1 kg",India,"Grocery > Pulses"
dmart1410,"Nutrivalue Dibeck Health Biscuits",Nutrivalue,80,59,"Packaged Food","Biscuits & Cookies","150 gm","Overview:Iron fortified Ragi based biscuits for the Diabetic. Ragi is known for its low glycemic index and high protein value. Includes ayurvedic herbs to regulate excess blood sugar and rebuilding tissues affected by diabetes. Contains wheat and dietary fibre. Rich in iron & calcium.Key FeaturesHealthy Nutritional Supplement for Diabetic patients as well as healthy in-meal snacking alternative'No Maida Sehat Zyada'Iron fortifiedRagi based biscuits for the diabeticRagi is known for its low glycemic index and high protein value.Raagi / Nachni Finger Millet that acts as a body Coolant, Antacid, Improves blood productionRich in B-complex and RoughageBlood purifierNo trans fatAnti-diabetic contentsEases digestionIncludes ayurvedic herbs to regulate excess blood sugar & rebuilding tissues affected by diabetesContains wheat and dietary fibreRich in iron & calciumIngredients100% whole wheat flour, Sugar, special bakery shortnings, Ragi (Finger Millets), milk powder,Ammonium Carbonate, Flavour Enhancer, common salt, Fenugreek (Trigonella foenum-graecum), Ambe Haldi (Zingiber neesanum), Bail leaves (Laurus nobilis), Karela/ Bitter Gourd (Momordica charantia), Jambhul Seeds (Syzygium cumini), Gudmar (Gymneme sylvestre), Neem (Azadirachta indica), Saptarangi (Salacia chenesis),Puffed Paddy (puffed rice flakes), moong dal (Vigna radiate), Vakeri (Caesalpinia spp),Dry Ginger (Zingiber officinale), Pimpli (Piper longum) , Vavading (Embelica ribes), Anant root (Hemidesmus indica), Yashimadhu (Glycerrhiza glabra), Shatavri (Asparagus racemous), Ashwagandha (Withania somnifera), Gulvel Ext. (tinospora cordifolia), Iron Fortified Sodium Feredetate, Emulsifier E472ApplicationCan be used as snack or with tea.Storage ConditionStore in a cool and dry place. ","Packaged Food > Biscuits & Cookies"
dmart1411,"Haldiram's Bhujia Sev",Haldiram's,55,49,"Packaged Food","Snacks & Farsans","150 gm","OverviewHaldirams Bhujia Sev is a authentic namkeen. This classic snack is made with chickpea flour and some spices. This is a popular Indian snack that is originated from Rajasthan. It is a great accompaniment to savoury snacks that adds texture to classic Indian snacks. This are delicious and flavourful snacks. It is crispy, flavourful and textured. This delightful snack can be eaten as it is.","Packaged Food > Snacks & Farsans"
dmart1412,"Haldiram's Bhujia Sev",Haldiram's,105,87,"Packaged Food","Snacks & Farsans","350 gm","OverviewHaldirams Bhujia Sev is a authentic namkeen. This classic snack is made with chickpea flour and some spices. This is a popular Indian snack that is originated from Rajasthan. It is a great accompaniment to savoury snacks that adds texture to classic Indian snacks. This are delicious and flavourful snacks. It is crispy, flavourful and textured. This delightful snack can be eaten as it is.","Packaged Food > Snacks & Farsans"
dmart1413,"Haldiram's Bhujia Sev",Haldiram's,260,209,"Packaged Food","Snacks & Farsans","1 kg","OverviewHaldirams Bhujia Sev is a authentic namkeen. This classic snack is made with chickpea flour and some spices. This is a popular Indian snack that is originated from Rajasthan. It is a great accompaniment to savoury snacks that adds texture to classic Indian snacks. This are delicious and flavourful snacks. It is crispy, flavourful and textured. This delightful snack can be eaten as it is.","Packaged Food > Snacks & Farsans"
dmart1414,"Haldiram's Aloo Bhujia",Haldiram's,52,44,"Packaged Food","Snacks & Farsans","150 gm","OverviewHaldiram&rsquo;s Aloo Bhujia is prepared from potatoes and special spice, this snack has a nice highly spiced flavour. The tastes enormous with any food you have. Carry a small suitable pack to your office and have something to munch on when hungry.IngredientsPeanut Oil, Gram Flour, Tepary Bean Flour, Starch, Salt, Citric Acid, Coriander Powder, Cumin Powder, Mango Powder, Dry Ginger, Red Chilli, Dry Spearmint, Mace, Nutmeg.How to Use- Haldiram's price is also quite reasonable.- Buy Haldiram's snack online now and have it delivered right to your doorstep! Now no more hassle of standing in long queues of billing counters.Storage- Store in a cool and dry place.","Packaged Food > Snacks & Farsans"
dmart1415,"Haldiram's Aloo Bhujia",Haldiram's,90,78,"Packaged Food","Snacks & Farsans","350 gm","OverviewHaldiram&rsquo;s Aloo Bhujia is made of tasty ingredients, that make the bhujia crunchy and delicious. This product uses 100 % natural ingredients in the preparation of Bhujia.","Packaged Food > Snacks & Farsans"
dmart1416,"Haldiram's Aloo Bhujia",Haldiram's,225,164,"Packaged Food","Snacks & Farsans","1 kg","OverviewHaldiram&rsquo;s Aloo Bhujia is an authentic namkeen. This classic snack is made with chickpea flour, potato and some spices. This is a popular Indian snack that has its origins in Rajasthan. It is a great accompaniment to savoury snacks that adds texture to classic Indian snacks. This is a delicious and flavourful snacks. It is crispy, flavourful and textured. This delightful snack can be eaten as it is. It&rsquo;s a healthy alternative for potato chips.Ingredients.Potato, Refined Palmolein Oil, Bengal Gram Flour(Besan), Potato Flakes, Potato Starch, Tapioca Starch, Tapary Beans (Moth dal) L iodised Salt, Red Chilli Powder, Black Salt, regulator, Black Pepper, Clove. cardamom, Dried Ginger Powder, Dried Garlic Leaves, Nutmeg, Cinnamon & Mint Leaves.Benefits- It is a healthy snack option for you and your kids. - It is made with all natural ingredients. It is high in protein and is nutrition's. - They are crispy, crunchy and spicy.","Packaged Food > Snacks & Farsans"
dmart1417,"Chheda's Mix Farsan",Chheda's,180,99,"Packaged Food","Snacks & Farsans","500 gm",India,"Packaged Food > Snacks & Farsans"
dmart1418,"Rajam Snacks Garlic Mixture","Rajam Snacks",199,129,"Packaged Food","Snacks & Farsans","800 gm","
Crunchy snack with a combination of omapodi (ingredient made from corn flour), boondhi and fried peanuts seasoned with garlic to give a strong taste and aroma.

*Actual packaging may vary from the Image
Note : Product in stock will be delivered basis availability
","Packaged Food > Snacks & Farsans"
dmart1419,"Haldiram's Khatta Meetha",Haldiram's,75,65,"Packaged Food","Snacks & Farsans","350 gm","
Sweet and salty mix of sago and rice flakes.

*Actual packaging may vary from the Image
","Packaged Food > Snacks & Farsans"
